packet_rate,byte_rate,flow_duration,avg_packet_size,syn_ratio,ack_ratio,fin_ratio,rst_ratio,src_port_div,dst_port_div,inter_arrival,payload_entropy,is_tcp,is_udp,is_icmp,label,attack_type
4213.96066523506,155439.423674864,54.34790247070388,40.0,0.8819516503658975,0.03833400391584946,0.10187674546539216,0.050963099497234085,0.8355107772456561,0.06093936235284418,1.4656482550216183,2.329604431106129,1.0,0.0,0.0,1,SYN Flood
94.0350751344697,11224.08920899296,134.46607168622631,619.2531696968961,0.021460257721050355,0.8042605719647511,0.24396774128728396,0.026541254097398947,0.5264328909443805,0.40627881076048905,2.096125718342777,4.41748767719856,1.0,0.0,0.0,0,Normal
118.76669943663262,14497.455815929008,63.57684961569383,947.4683871185883,0.04546653274538835,0.6193280073170918,0.06568292990456395,0.18133462053804433,0.5419631366819402,0.663842284600153,12.718416623785494,7.01480095412859,1.0,0.0,0.0,0,Normal
115.80853385408757,8994.099384867068,364.2351066887546,988.0709239230409,0.02083952758498068,0.7418641930014548,0.2675115495284771,0.03397638017477321,0.624242725002059,0.3779853508500381,30.257758738951477,5.642904001852198,0.0,0.0,0.0,0,Normal
132.73436906298934,13152.09786584785,186.54279119133088,959.6181392802231,0.21692983384778886,0.9524422751668971,0.08337501881989548,0.04509604297471748,0.5696374131303323,0.760898023829051,1.8884085530729309,3.5539372103600106,1.0,0.0,1.0,0,Normal
5267.704382822258,137684.8548583884,58.58585389321059,67.57374728561861,0.9827596599422969,0.10226611774131239,0.06444994117701874,0.13708152691035577,0.8694473668670099,0.11324699908241995,1.3714743165881842,1.1562249591469218,1.0,0.0,0.0,1,SYN Flood
173.44744400048683,17026.200456532155,1443.0641458012028,706.1194536732285,0.0971523538485467,0.7116965117073188,0.21593735883018542,0.048413578842873645,0.7903631177097217,0.7719087590385614,45.08651303656865,4.908524982301247,1.0,0.0,0.0,0,Normal
4870.937616047767,230211.33439941925,55.45852676758104,70.5203732139107,0.9945848095399953,0.05464022249966691,0.05091659854446442,0.03422635428260344,0.9778889311690705,0.06440404049617143,0.3287484509059961,0.46704456300333486,1.0,0.0,0.0,1,SYN Flood
4242.485757743822,250110.91462408638,5.0,53.47731847772381,0.9861007433962456,0.00553370625540159,0.02614706590517209,0.24809631980043825,0.7494220311691911,0.06561681078501638,0.6689658444578044,1.4989579735277598,1.0,0.0,0.0,1,SYN Flood
137.1156176277967,17418.50696804257,223.499379883166,880.1671753717345,0.12393150822133517,0.7767518540737279,0.1253652271948692,0.03161984464091713,0.49411267918874835,0.8237127558620717,24.029374686559024,4.45227112349921,0.0,1.0,0.0,0,Normal
135.6598414939243,11556.639798386826,1094.6071911496454,532.3798430644274,0.030508960308149508,0.5063015552482624,0.4294618350215382,0.02011208691638935,0.6778450865649055,0.7083768221559764,11.221544579003499,4.6073771757512665,0.0,0.0,0.0,0,Normal
3988.3010432670076,459642.38475600857,146.73516447110882,1439.2649931397245,0.03150255326207858,0.0034429721856138085,0.04308586179404377,0.03368837793018734,0.8628219829658004,0.8069049081640294,0.5088388686184067,7.284552078479836,0.0,1.0,0.0,2,UDP Flood
3574.7054021803197,233861.96339609308,36.74460708999682,78.71656517998747,0.9987758341535368,0.008543533051573958,0.01083565430960496,0.13645104653427378,0.8843157215303838,0.1773898121212512,2.21107348624033,1.2479648533591525,1.0,0.0,0.0,1,SYN Flood
3582.7013735490996,101760.25045437229,27.065008552755508,63.97326794496354,0.9222423111914083,0.005521584619711356,0.0023336860587575125,0.06430114988478791,0.9179341870154272,0.08080403861562399,0.6439334154724922,2.3001365625415158,1.0,0.0,0.0,1,SYN Flood
69.86778950619347,15506.076828786267,351.56657412137764,970.5759959040386,0.05011959242418643,0.6171825802419488,0.3124971302905691,0.08738207924485582,0.7205221300743012,0.8941696682011331,1.9834807146162994,5.721220619375341,0.0,0.0,0.0,0,Normal
4874.809011714484,133991.8778670059,156.69357535490468,43.71053897382386,0.9878793349264915,0.028898076741552498,0.05473705346164141,0.2707424773856213,0.9893165399304011,0.05198513786933525,0.2608280135740501,1.7212043707920524,1.0,0.0,0.0,1,SYN Flood
108.24884319391481,22510.575739973065,647.9677677077509,663.6373869369145,0.05594269506105205,0.7669466909345298,0.053285987708604626,0.014367182280715948,0.9302660885754039,0.8556969769160927,8.78798273406693,7.023356578217058,0.0,0.0,0.0,0,Normal
1378.3868679340346,112085.29274844876,5.0,1010.2346434425597,0.019290194108610725,0.03442826038425076,0.007895839122378005,0.006003503841905959,0.01444701441591531,0.03664232964061272,0.2059388861681359,2.0303825523454306,0.0,0.0,1.0,4,Smurf
3267.770888572554,318992.5276733755,23.074986989088817,1407.3561579859595,0.09269672530951886,0.017399203487910665,0.07834313944974129,0.024870419392591943,0.8698425970997852,0.9219038527202943,0.5500210847669944,7.417309929880047,0.0,1.0,0.0,2,UDP Flood
2299.888883531447,463150.85257152066,110.05008286911215,1375.0175286076258,0.010685119378222542,0.016877396983357617,0.1873138436719953,0.0203103275026389,0.9352652199107692,0.9612399886402588,0.36061739128646303,7.8185304002499585,0.0,1.0,0.0,2,UDP Flood
1808.33679476914,118250.25860522472,15.310880697114111,982.5025060925963,0.049398023056155003,0.004610187387984954,0.044425294287910456,0.011545514728742877,0.08099699855227836,0.04995122171292149,1.1168404622264785,2.2013866965785227,0.0,0.0,1.0,4,Smurf
166.62688359535275,12493.39903640861,392.29269830555023,611.3399526342691,0.01949299231455701,0.8544774610665622,0.2663767729730262,0.14826007681601397,0.6013133755429749,0.6705514988075416,31.748087174111607,3.0857874386174324,1.0,0.0,0.0,0,Normal
180.78098717236736,15056.959062502387,1014.7382107926957,1206.212525457806,0.012144475003658957,0.8919614838545374,0.20423607052148812,0.05355281177504075,0.6101737962381348,0.9222214490375551,10.85241457310901,5.27118680753847,1.0,0.0,0.0,0,Normal
566.1782726780061,79514.1221189222,1487.1908139789907,961.7003760174631,0.28186624615757083,0.5776044342867371,0.1019629188436341,0.14799379288397804,0.2295450541564679,0.013025397700167009,5.704693664619071,6.451086304573418,1.0,0.0,0.0,3,HTTP Flood
134.17915819981826,13081.720284736652,556.3856293667936,873.3707437887464,0.012448506542060315,0.9403246652682477,0.14200733462589182,0.06774214038805293,0.5369641788822311,0.5081781841655362,23.719174187003404,6.901813322177398,0.0,0.0,0.0,0,Normal
1982.6862466915884,166778.5175307875,32.156886221458784,1024.694968566107,0.01707210346612485,0.04799379908005344,0.06814319982610546,0.000581049255784383,0.08985776478251381,0.049202370654895154,0.4879267373958751,3.5673353446506066,0.0,0.0,1.0,4,Smurf
110.55479632888057,17277.902186682884,144.91998123784634,776.9172550577701,0.01100825327752992,0.7133814766746001,0.16056166963076582,0.014200303581816577,0.6413685192580391,0.7509647878468169,3.2070778017461983,5.0386427570804795,1.0,0.0,0.0,0,Normal
3126.4902702362333,488250.27199190523,102.33959272302293,1421.2049128904825,0.05042450129764542,0.04133707230126393,0.029991567181261336,0.029348543200718634,0.9145545857360269,0.6469372497975819,3.2247835050575753,7.755939845190167,0.0,1.0,0.0,2,UDP Flood
4866.559420471458,94245.40420605043,49.782637444252096,49.97111349846084,0.980622841652839,0.01776350619425436,0.060190956231255276,0.17586055838956147,0.9208798603718318,0.05375092282216161,0.6497850847507896,1.9356702544338584,1.0,0.0,0.0,1,SYN Flood
633.9968499586065,82812.76912379389,2275.1757996264755,349.1766591688907,0.3792508294854395,0.8595638007770084,0.04417706534268353,0.14724525337940725,0.39849737805468977,0.02125785905250925,4.76104264022574,6.496704203075103,1.0,0.0,0.0,3,HTTP Flood
112.37395769979362,7367.07071656158,184.30030642416025,689.2800033501271,0.07756622632452798,0.8577254258322715,0.19538113804941215,0.05307411217319862,0.8404832128952225,0.6181148804519611,21.635742904950824,8.0,0.0,0.0,0.0,0,Normal
49.063418447612776,12985.570214121824,1563.3211216628767,1121.7610994613715,0.26239140570871977,0.7815711941283248,0.007773156981704674,0.011417177201742514,0.27251785660591227,0.6019615284626204,5.426500308304907,6.589073260232048,0.0,0.0,0.0,0,Normal
135.54206725116862,19675.100953662924,391.294378264308,1029.1524576781778,0.17049237676923587,0.7588856335027651,0.12894660272374298,0.07150850845607225,0.9303984798204101,0.4749984337746015,3.3278575535251855,5.204097445723883,0.0,0.0,0.0,0,Normal
153.76804762771542,12743.521645333105,640.1072926357787,535.4288772215215,0.0013181279272635532,0.8155686609290039,0.08862423054818239,0.00497262804576536,0.363632113810018,0.7871423923797882,55.13547011214498,4.668075863202166,1.0,0.0,0.0,0,Normal
3504.331684138446,422079.19854735484,115.23383126193184,1444.7846467775398,0.005617839389450052,0.025794957537560385,0.008304975255510019,0.004535108623238743,0.9840768441505496,0.8669528690867647,2.0626365709421903,7.8804151615137865,0.0,1.0,0.0,2,UDP Flood
139.5196548321835,14519.117508619362,1129.5648841665966,1017.141348661007,0.0070200493926671865,0.5463132316195389,0.17477444154222055,0.08817930132091198,0.894671580939121,0.7643662086618975,19.641494571138235,8.0,0.0,0.0,1.0,0,Normal
3833.670835427653,214295.31622300373,39.96754540257304,85.15013336258777,0.9987884808269742,0.009763244792367025,0.06661383349559626,0.1201122937867568,0.90267863585628,0.038330045564867424,1.2896253720486088,1.6700542130306781,1.0,0.0,0.0,1,SYN Flood
133.66222203762038,22131.63488450017,204.27410372105643,739.5807936624446,0.2560739458572563,0.9052124427284487,0.3349253120432353,0.06516306191978084,0.7868097984835728,0.5613022447432827,5.050192333456699,6.087369245882181,0.0,0.0,0.0,0,Normal
188.03171033713267,9157.142500715705,2296.074189894881,656.1533370905822,0.08672410170761947,0.8541489987215671,0.16315384066645044,0.04936923895925698,0.6398042505271424,0.5721022831509339,2.489455702802053,4.832285815925693,1.0,0.0,0.0,0,Normal
4610.2280714248345,202356.1975801475,88.95251701469633,67.99282588201679,0.9788111008997137,0.06181690730622251,0.01359064769471359,0.03834358485340551,0.965121718559878,0.03465375463894765,0.05,1.2092337872949175,1.0,0.0,0.0,1,SYN Flood
2716.9592378327425,248066.9454781465,38.59461936436654,60.2404096381766,0.9958523687301009,0.04195253076512055,0.016758772731982584,0.08702996766852032,0.763703050468845,0.13139187644430664,0.10224630271697878,1.854840598848917,1.0,0.0,0.0,1,SYN Flood
165.15889170883565,7643.7798254654745,797.3179503088161,745.880057685267,0.1102031993625461,0.9758262016330754,0.09745693513619631,0.1313225431211965,0.8366804089291358,0.6475249459661069,6.617074290631717,3.2875524553062005,1.0,0.0,1.0,0,Normal
2366.1450413080383,368801.4337898961,28.139929493155144,1359.2962379504906,0.02207287750610096,0.012875612534730772,0.011854107220995265,0.008238193245058367,0.9720195872858826,0.9348497476225399,1.8194610860970422,6.999904364014228,0.0,1.0,0.0,2,UDP Flood
40.101332284405615,14311.442796097164,239.11980013636986,926.7074150129164,0.04794826977931067,0.8659041758782393,0.06375138043384501,0.04604353323246562,0.5298644201397328,0.7005890267886861,5.153506643616894,3.052972464941525,0.0,0.0,1.0,0,Normal
634.5056534636271,94037.98918521531,1727.626621273647,769.037868236978,0.3737021728798264,0.8244568372957021,0.3473699458979807,0.034182626328185764,0.12215954838784229,0.09997513406395386,12.831562112100048,7.142803361539511,1.0,0.0,0.0,3,HTTP Flood
146.02371151298803,9379.297409178198,145.43755457551615,529.0838715056002,0.17148513476127297,0.9028813471058922,0.359342226982801,0.012331308994924529,0.5891498644456776,0.6745938001753302,4.6526229036247155,6.307488129910078,0.0,0.0,0.0,0,Normal
64.87594633863904,9634.653364688427,169.55704823356285,790.9066221620997,0.10160408429874694,0.9848603712454104,0.06689565959088171,0.05457947050495849,0.7758506670701001,0.8789684209608766,26.810311964910806,4.073995162366888,0.0,0.0,0.0,0,Normal
202.55578142626672,18029.662538233984,59.9711044634086,612.4314322616535,0.0015800734235972154,0.7930096496216745,0.11641777381810137,0.04826502703426912,0.7070654779264814,0.780017521119819,11.254257097669056,6.658986127121241,1.0,0.0,0.0,0,Normal
72.95198733426268,19418.924806309806,688.00228203916,853.2627268278892,0.17287724016076386,0.8878780086678434,0.37777052462740485,0.10838399501782466,0.9665433451738438,0.5809572898919627,33.2758957590405,6.6927461517008116,0.0,1.0,0.0,0,Normal
134.77432238799616,14776.211793821025,710.1827015110191,1101.6721536569466,0.08439305580672107,0.7273899007385737,0.2287761594506464,0.08031456712626653,0.5496328153250961,0.8708187949547435,22.69728362171019,8.0,1.0,0.0,0.0,0,Normal
156.4491202076259,13380.56487639705,288.05745404016915,503.843507745493,0.09089154970401335,0.7185409266574925,0.06184638169071438,0.012100136480117188,0.9350397492263494,0.6312231423307779,2.119872852154946,5.722930178900596,1.0,0.0,0.0,0,Normal
3013.2847146885983,485295.3723290964,59.25066544814883,1446.9646058112428,0.004751284193694121,0.007911225161559388,0.030581741674728265,0.08259594611881683,0.8397438639568326,0.973422074990411,2.248162415561448,7.792139421520944,0.0,1.0,0.0,2,UDP Flood
92.90808231731873,18481.850358610438,121.70093916893344,641.1708674825061,0.07077758764202527,0.7620691698854519,0.20748715036673318,0.014812472643443568,0.7137712405770423,0.6937349875318737,26.582306434747338,5.463748566221418,0.0,0.0,0.0,0,Normal
2300.7525206828836,502422.8512095175,279.5645053329576,1342.8206909509763,0.03613801655714298,0.04972334313725935,0.06062524027016519,0.13747599031066163,0.8974800943488815,0.7817539277491214,0.48343021346098203,7.723034333191817,0.0,1.0,0.0,2,UDP Flood
70.8197041056161,17706.7791979299,216.4933314051735,880.0921592702149,0.010600189977228992,0.6185691374458739,0.02815741129685237,0.04097515041495391,0.4417641886949158,0.35626088841741316,44.54228710774076,3.2748195162344933,1.0,0.0,0.0,0,Normal
2659.0658399302906,543603.1011453373,5.0,1399.770431705625,0.00470271552502756,0.024464236350089118,0.02540261514874342,0.017917659237382824,0.987405788052131,0.8349195744367907,0.07228767292512454,7.61031372633643,0.0,1.0,0.0,2,UDP Flood
117.12005630240846,23209.65087926849,666.0170580719099,829.3547905525705,0.09223274254643217,0.7028277671203557,0.13902655796459243,0.08143961603357741,0.5540972982369242,0.8560478116506367,37.9447829051436,5.876934454498524,1.0,0.0,0.0,0,Normal
1821.0883668104198,117069.2529998089,5.0,1066.8816915549803,0.04469824130250337,0.005520651907782737,0.011840822636910728,0.0007126489779374252,0.005204620326570934,0.0006331916355887833,0.1,3.1710896212081905,0.0,0.0,1.0,4,Smurf
100.51545756739287,22962.50816836148,1243.0881704548704,1032.4159475981528,0.15847527264798372,0.6324691983129235,0.35545022238881935,0.07362380602197603,0.7805224711269915,0.8087994910526928,29.423039635526095,6.215549661237671,1.0,0.0,0.0,0,Normal
138.79299692819865,15592.101607182605,213.41924030348602,881.9742978518468,0.20128432733857746,0.9483028891898699,0.1822385525382109,0.16340712550080788,0.880875676445601,0.5820098247766229,15.206302196240827,4.934616936989647,0.0,1.0,0.0,0,Normal
144.51861521898397,23571.901601783014,10.526906533367951,543.674811943376,0.10474903668944395,0.8340367980435126,0.0632616779247939,0.04129516297729011,0.6893189673616488,0.6940229769361731,1.0,5.344415817315156,1.0,0.0,0.0,0,Normal
2733.8718065420776,495954.77795854677,94.19345719017925,1447.1572231556747,0.0879617520025893,0.009392088773889029,0.003045399358043624,0.004055671167778638,0.9815617710754063,0.7422782066784709,0.8958493031637011,7.814814826276912,0.0,1.0,0.0,2,UDP Flood
4650.340139898904,152170.34713031116,54.10823399359453,46.76838469267222,0.9659921755527642,0.0002761997522530033,0.008945541882482855,0.4575331012759391,0.88624435395185,5.768071228193248e-05,1.4822142302689392,1.3015841125473486,1.0,0.0,0.0,1,SYN Flood
106.4386769639775,13100.490879457231,295.3296205541752,603.1517617039831,0.01507547621821935,0.7943928886494,0.10593275019132198,0.07642188552594713,0.8650108709712729,0.7428393752721097,34.84262937946421,5.437631539292423,1.0,0.0,0.0,0,Normal
193.44903358920078,24742.132770505734,1272.1463441797841,916.3560886819243,0.01788124733456061,0.6620925160947003,0.11900296369418913,0.0431351487555837,0.7810808355711243,0.747161538729602,22.406739740111455,4.6210135699847426,0.0,1.0,0.0,0,Normal
3324.5748845578073,560333.6391909751,11.506238734619533,1349.871165156889,0.021865722482130933,0.029863715247418623,0.08030859038462002,0.03312672420731212,0.9748662024834366,0.8483506445987983,0.29567115882444256,7.393146046712563,0.0,1.0,0.0,2,UDP Flood
124.55500776568049,14933.88212075721,746.8138588675835,853.0047148340565,0.0219632744010937,0.7412441554262719,0.21943440397998618,0.014725941977190784,0.5017728946729969,0.4159971819137669,37.480899664791345,7.055860640087466,1.0,0.0,0.0,0,Normal
1690.0396312708087,168082.29488960313,15.751403215631205,1013.5885744063904,0.11753388654918942,0.02123409361485825,0.019995662706980694,0.014264228578595262,0.07432827033997674,0.1177241733048667,1.9984203145432018,3.3636285187690893,0.0,0.0,1.0,4,Smurf
5735.562626502289,266728.7252951219,5.0,63.092919304646024,0.9079614536903232,0.04317992922800632,0.052734182432529746,0.10619403897163257,0.6589758242383634,0.10292405519130683,0.5048984882075268,1.4888842111331273,1.0,0.0,0.0,1,SYN Flood
67.11216135650204,12943.32883864851,537.4182349460466,499.71515351731347,0.35184183854296436,0.9005877689868252,0.12207779833627384,0.0741603461599317,0.4264956032538597,0.584947499978384,6.167347354672503,3.814678760147223,1.0,0.0,0.0,0,Normal
6478.737435253716,240749.55327699002,13.303773115515515,63.95067387269105,0.9625209103856014,0.019283841282817453,0.14542868614142396,0.15689434929379265,0.8655656299055464,0.1650865909728943,0.12039048043322516,1.5589564325949625,1.0,0.0,0.0,1,SYN Flood
121.55652827605839,17051.84351335769,143.70667221587374,843.4752647877831,0.021327522629892355,0.9466922511736738,0.2650380485800072,0.11519331302157484,0.781803986787152,0.946899248553146,5.052808880571645,4.552496112525917,0.0,1.0,0.0,0,Normal
149.02831933274888,9674.778150222202,808.7145076779559,802.609851466684,0.02564398229634546,0.6466460143325659,0.05363095833819786,0.08051398144794526,0.8226037863866027,0.49006192027207596,32.536229053322096,6.574951258449486,1.0,0.0,0.0,0,Normal
93.5102072270163,23251.84583909522,1580.8026698096714,638.5635270066924,0.10789836220939772,0.48426299586343347,0.1901915264134165,0.05672152122778846,0.6583661926280576,0.9367874791460218,27.94551209299712,2.4234537170078467,0.0,1.0,0.0,0,Normal
131.07278917323282,11097.729377456675,413.6331059991939,858.9678722430701,0.3237433136540801,0.6606519285811878,0.11913529883790441,0.018360781867063917,0.5225034230969405,0.9808078950204403,19.47045925362015,5.112533313139032,1.0,0.0,0.0,0,Normal
3429.4364853020725,637973.2347058859,176.11686782445315,1406.5221069798736,0.041279704082663966,0.0017325488700661832,0.006728424521881199,0.07683489882938593,0.8905090679094757,0.770253444560163,1.0568091513624818,7.644326584962638,0.0,1.0,0.0,2,UDP Flood
115.75272277509696,15881.463105482297,141.7336665086112,785.6351793173121,0.011846773134916503,0.7565120524116052,0.18499546520807905,0.04244202353979598,0.6407256817503018,0.7464092283683923,29.6548934248569,4.736514893635647,1.0,0.0,0.0,0,Normal
4948.082022127483,223518.7462151986,17.595381149343687,55.35824729585504,0.9582071845489895,0.05632085806899099,0.011810067329450044,0.2787403472232407,0.7986842039746649,0.07226548700929503,2.1800803333812095,1.4851057438726585,1.0,0.0,0.0,1,SYN Flood
605.9085836689807,81440.66346165512,1663.944757878322,446.0358536258235,0.11615493404512896,0.6686368255245834,0.4667912666686443,0.001935178276479033,0.12002130766453782,0.035204891429406186,5.782769376258844,6.256508886182106,1.0,0.0,0.0,3,HTTP Flood
120.58720559558846,15620.076593028025,248.5637863080921,795.4084573102705,0.055211681276570404,0.5777495197122966,0.12180808530488313,0.04571818079839324,0.7637358389098446,0.8713103110832807,5.3249947407907285,7.012475810843751,1.0,0.0,0.0,0,Normal
598.3747058632453,70873.97773732379,2386.81260066126,651.0307289234908,0.36194775856450584,0.5703742901477064,0.5576378808902951,0.04388583666708036,0.25103078214376584,0.06964681722650669,7.1604130485995885,6.329415056768606,1.0,0.0,0.0,3,HTTP Flood
139.1011734906718,5959.186432031302,212.1932740139363,893.8061323112349,0.006695412854690213,0.7125451774032074,0.3268220133024958,0.2506510190418941,0.7326044000443673,0.9774662471640554,6.780315727252044,5.303812280641155,1.0,0.0,0.0,0,Normal
